CATEGORY,WORD1,WORD2,WORD3,TARGET
semantic-currency,پزو,فیلیپین,دینار,عراق
semantic-currency,پزو,فیلیپین,ریال,عربستان
semantic-currency,پزو,فیلیپین,ریال,عمان
semantic-currency,پزو,فیلیپین,سدی,غنا
semantic-currency,پزو,فیلیپین,یورو,فرانسه
semantic-currency,پزو,فیلیپین,یورو,فنلاند
semantic-currency,پزو,فیلیپین,یورو,قبرس
semantic-currency,پزو,فیلیپین,سوم,قرقیزستان
semantic-currency,پزو,فیلیپین,تنگه,قزاقستان
semantic-currency,پزو,فیلیپین,ریال,قطر
semantic-currency,پزو,فیلیپین,دلار,کانادا
semantic-currency,پزو,فیلیپین,وون,کره‌جنوبی
semantic-currency,پزو,فیلیپین,وون,کره‌شمالی
semantic-currency,پزو,فیلیپین,کونا,کرواسی
semantic-currency,پزو,فیلیپین,پزو,کلمبیا
semantic-currency,پزو,فیلیپین,شیلینگ,کنیا
semantic-currency,پزو,فیلیپین,پزو,کوبا
semantic-currency,پزو,فیلیپین,دینار,کویت
semantic-currency,پزو,فیلیپین,لاری,گرجستان
semantic-currency,پزو,فیلیپین,لیره,لبنان
semantic-currency,پزو,فیلیپین,زلوتی,لهستان
semantic-currency,پزو,فیلیپین,دینار,لیبی
semantic-currency,پزو,فیلیپین,رینگیت,مالزی
semantic-currency,پزو,فیلیپین,درهم,مراکش
semantic-currency,پزو,فیلیپین,پوند,مصر
semantic-currency,پزو,فیلیپین,پزو,مکزیک
semantic-currency,پزو,فیلیپین,روپیه,هند
semantic-currency,پزو,فیلیپین,دونگ,ویتنام
semantic-currency,پزو,فیلیپین,یورو,هلند
semantic-currency,پزو,فیلیپین,ریال,یمن
semantic-currency,پزو,فیلیپین,یورو,یونان
semantic-currency,یورو,قبرس,ریال,ایران
semantic-currency,یورو,قبرس,دلار,آمریکا
semantic-currency,یورو,قبرس,پزو,آرژانتین
semantic-currency,یورو,قبرس,یورو,آلمان
semantic-currency,یورو,قبرس,یورو,اتریش
semantic-currency,یورو,قبرس,بیرر,اتیوپی
semantic-currency,یورو,قبرس,دینار,اردن
semantic-currency,یورو,قبرس,درام,ارمنستان
semantic-currency,یورو,قبرس,پزو,اروگوئه
semantic-currency,یورو,قبرس,سوم,ازبکستان
semantic-currency,یورو,قبرس,یورو,اسپانیا
semantic-currency,یورو,قبرس,دلار,استرالیا
semantic-currency,یورو,قبرس,یورو,اسلواکی
semantic-currency,یورو,قبرس,افغانی,افغانستان
semantic-currency,یورو,قبرس,دینار,الجزایر
semantic-currency,یورو,قبرس,درهم,امارات
semantic-currency,یورو,قبرس,روپیه,اندونزی
semantic-currency,یورو,قبرس,یورو,ایتالیا
semantic-currency,یورو,قبرس,دینار,بحرین
semantic-currency,یورو,قبرس,رئال,برزیل
semantic-currency,یورو,قبرس,پوند,بریتانیا
semantic-currency,یورو,قبرس,پوند,انگلستان
semantic-currency,یورو,قبرس,روبل,بلاروس
semantic-currency,یورو,قبرس,یورو,بلژیک
semantic-currency,یورو,قبرس,روپیه,پاکستان
semantic-currency,یورو,قبرس,یورو,پرتغال
semantic-currency,یورو,قبرس,سامانی,تاجیکستان
semantic-currency,یورو,قبرس,بات,تایلند
semantic-currency,یورو,قبرس,منات,ترکمنستان
semantic-currency,یورو,قبرس,لیره,ترکیه
semantic-currency,یورو,قبرس,دینار,تونس
semantic-currency,یورو,قبرس,منات,آذربایجان
semantic-currency,یورو,قبرس,یورو,ایرلند
semantic-currency,یورو,قبرس,یوان,چین
semantic-currency,یورو,قبرس,روبل,روسیه
semantic-currency,یورو,قبرس,کرون,دانمارک
semantic-currency,یورو,قبرس,لئو,رومانی
semantic-currency,یورو,قبرس,ین,ژاپن
semantic-currency,یورو,قبرس,دلار,سنگاپور
semantic-currency,یورو,قبرس,فرانک,سوئیس
semantic-currency,یورو,قبرس,کرون,سوئد
semantic-currency,یورو,قبرس,فرانک,سنگال
semantic-currency,یورو,قبرس,لیره,سوریه
semantic-currency,یورو,قبرس,شیلینگ,سومالی
semantic-currency,یورو,قبرس,پزو,شیلی
semantic-currency,یورو,قبرس,دینار,صربستان
semantic-currency,یورو,قبرس,دینار,عراق
semantic-currency,یورو,قبرس,ریال,عربستان
semantic-currency,یورو,قبرس,ریال,عمان
semantic-currency,یورو,قبرس,سدی,غنا
semantic-currency,یورو,قبرس,یورو,فرانسه
semantic-currency,یورو,قبرس,یورو,فنلاند
semantic-currency,یورو,قبرس,پزو,فیلیپین
semantic-currency,یورو,قبرس,سوم,قرقیزستان
semantic-currency,یورو,قبرس,تنگه,قزاقستان
semantic-currency,یورو,قبرس,ریال,قطر
semantic-currency,یورو,قبرس,دلار,کانادا
semantic-currency,یورو,قبرس,وون,کره‌جنوبی
semantic-currency,یورو,قبرس,وون,کره‌شمالی
semantic-currency,یورو,قبرس,کونا,کرواسی
semantic-currency,یورو,قبرس,پزو,کلمبیا
semantic-currency,یورو,قبرس,شیلینگ,کنیا
semantic-currency,یورو,قبرس,پزو,کوبا
semantic-currency,یورو,قبرس,دینار,کویت
semantic-currency,یورو,قبرس,لاری,گرجستان
semantic-currency,یورو,قبرس,لیره,لبنان
semantic-currency,یورو,قبرس,زلوتی,لهستان
semantic-currency,یورو,قبرس,دینار,لیبی
semantic-currency,یورو,قبرس,رینگیت,مالزی
semantic-currency,یورو,قبرس,درهم,مراکش
semantic-currency,یورو,قبرس,پوند,مصر
semantic-currency,یورو,قبرس,پزو,مکزیک
semantic-currency,یورو,قبرس,روپیه,هند
semantic-currency,یورو,قبرس,دونگ,ویتنام
semantic-currency,یورو,قبرس,یورو,هلند
semantic-currency,یورو,قبرس,ریال,یمن
semantic-currency,یورو,قبرس,یورو,یونان
semantic-currency,سوم,قرقیزستان,ریال,ایران
semantic-currency,سوم,قرقیزستان,دلار,آمریکا
semantic-currency,سوم,قرقیزستان,پزو,آرژانتین
semantic-currency,سوم,قرقیزستان,یورو,آلمان
semantic-currency,سوم,قرقیزستان,یورو,اتریش
semantic-currency,سوم,قرقیزستان,بیرر,اتیوپی
semantic-currency,سوم,قرقیزستان,دینار,اردن
semantic-currency,سوم,قرقیزستان,درام,ارمنستان
semantic-currency,سوم,قرقیزستان,پزو,اروگوئه
semantic-currency,سوم,قرقیزستان,سوم,ازبکستان
semantic-currency,سوم,قرقیزستان,یورو,اسپانیا
semantic-currency,سوم,قرقیزستان,دلار,استرالیا
semantic-currency,سوم,قرقیزستان,یورو,اسلواکی
semantic-currency,سوم,قرقیزستان,افغانی,افغانستان
semantic-currency,سوم,قرقیزستان,دینار,الجزایر
semantic-currency,سوم,قرقیزستان,درهم,امارات
semantic-currency,سوم,قرقیزستان,روپیه,اندونزی
semantic-currency,سوم,قرقیزستان,یورو,ایتالیا
semantic-currency,سوم,قرقیزستان,دینار,بحرین
semantic-currency,سوم,قرقیزستان,رئال,برزیل
semantic-currency,سوم,قرقیزستان,پوند,بریتانیا
semantic-currency,سوم,قرقیزستان,پوند,انگلستان
semantic-currency,سوم,قرقیزستان,روبل,بلاروس
semantic-currency,سوم,قرقیزستان,یورو,بلژیک
semantic-currency,سوم,قرقیزستان,روپیه,پاکستان
semantic-currency,سوم,قرقیزستان,یورو,پرتغال
semantic-currency,سوم,قرقیزستان,سامانی,تاجیکستان
semantic-currency,سوم,قرقیزستان,بات,تایلند
semantic-currency,سوم,قرقیزستان,منات,ترکمنستان
semantic-currency,سوم,قرقیزستان,لیره,ترکیه
semantic-currency,سوم,قرقیزستان,دینار,تونس
semantic-currency,سوم,قرقیزستان,منات,آذربایجان
semantic-currency,سوم,قرقیزستان,یورو,ایرلند
semantic-currency,سوم,قرقیزستان,یوان,چین
semantic-currency,سوم,قرقیزستان,روبل,روسیه
semantic-currency,سوم,قرقیزستان,کرون,دانمارک
semantic-currency,سوم,قرقیزستان,لئو,رومانی
semantic-currency,سوم,قرقیزستان,ین,ژاپن
semantic-currency,سوم,قرقیزستان,دلار,سنگاپور
semantic-currency,سوم,قرقیزستان,فرانک,سوئیس
semantic-currency,سوم,قرقیزستان,کرون,سوئد
semantic-currency,سوم,قرقیزستان,فرانک,سنگال
semantic-currency,سوم,قرقیزستان,لیره,سوریه
semantic-currency,سوم,قرقیزستان,شیلینگ,سومالی
semantic-currency,سوم,قرقیزستان,پزو,شیلی
semantic-currency,سوم,قرقیزستان,دینار,صربستان
semantic-currency,سوم,قرقیزستان,دینار,عراق
semantic-currency,سوم,قرقیزستان,ریال,عربستان
semantic-currency,سوم,قرقیزستان,ریال,عمان
semantic-currency,سوم,قرقیزستان,سدی,غنا
semantic-currency,سوم,قرقیزستان,یورو,فرانسه
semantic-currency,سوم,قرقیزستان,یورو,فنلاند
semantic-currency,سوم,قرقیزستان,پزو,فیلیپین
semantic-currency,سوم,قرقیزستان,یورو,قبرس
semantic-currency,سوم,قرقیزستان,تنگه,قزاقستان
semantic-currency,سوم,قرقیزستان,ریال,قطر
semantic-currency,سوم,قرقیزستان,دلار,کانادا
semantic-currency,سوم,قرقیزستان,وون,کره‌جنوبی
semantic-currency,سوم,قرقیزستان,وون,کره‌شمالی
semantic-currency,سوم,قرقیزستان,کونا,کرواسی
semantic-currency,سوم,قرقیزستان,پزو,کلمبیا
semantic-currency,سوم,قرقیزستان,شیلینگ,کنیا
semantic-currency,سوم,قرقیزستان,پزو,کوبا
semantic-currency,سوم,قرقیزستان,دینار,کویت
semantic-currency,سوم,قرقیزستان,لاری,گرجستان
semantic-currency,سوم,قرقیزستان,لیره,لبنان
semantic-currency,سوم,قرقیزستان,زلوتی,لهستان
semantic-currency,سوم,قرقیزستان,دینار,لیبی
semantic-currency,سوم,قرقیزستان,رینگیت,مالزی
semantic-currency,سوم,قرقیزستان,درهم,مراکش
semantic-currency,سوم,قرقیزستان,پوند,مصر
semantic-currency,سوم,قرقیزستان,پزو,مکزیک
semantic-currency,سوم,قرقیزستان,روپیه,هند
semantic-currency,سوم,قرقیزستان,دونگ,ویتنام
semantic-currency,سوم,قرقیزستان,یورو,هلند
semantic-currency,سوم,قرقیزستان,ریال,یمن
semantic-currency,سوم,قرقیزستان,یورو,یونان
semantic-currency,تنگه,قزاقستان,ریال,ایران
semantic-currency,تنگه,قزاقستان,دلار,آمریکا
semantic-currency,تنگه,قزاقستان,پزو,آرژانتین
semantic-currency,تنگه,قزاقستان,یورو,آلمان
semantic-currency,تنگه,قزاقستان,یورو,اتریش
semantic-currency,تنگه,قزاقستان,بیرر,اتیوپی
semantic-currency,تنگه,قزاقستان,دینار,اردن
semantic-currency,تنگه,قزاقستان,درام,ارمنستان
semantic-currency,تنگه,قزاقستان,پزو,اروگوئه
semantic-currency,تنگه,قزاقستان,سوم,ازبکستان
semantic-currency,تنگه,قزاقستان,یورو,اسپانیا
semantic-currency,تنگه,قزاقستان,دلار,استرالیا
semantic-currency,تنگه,قزاقستان,یورو,اسلواکی
semantic-currency,تنگه,قزاقستان,افغانی,افغانستان
semantic-currency,تنگه,قزاقستان,دینار,الجزایر
semantic-currency,تنگه,قزاقستان,درهم,امارات
semantic-currency,تنگه,قزاقستان,روپیه,اندونزی
semantic-currency,تنگه,قزاقستان,یورو,ایتالیا
semantic-currency,تنگه,قزاقستان,دینار,بحرین
semantic-currency,تنگه,قزاقستان,رئال,برزیل
semantic-currency,تنگه,قزاقستان,پوند,بریتانیا
semantic-currency,تنگه,قزاقستان,پوند,انگلستان
semantic-currency,تنگه,قزاقستان,روبل,بلاروس
semantic-currency,تنگه,قزاقستان,یورو,بلژیک
semantic-currency,تنگه,قزاقستان,روپیه,پاکستان
semantic-currency,تنگه,قزاقستان,یورو,پرتغال
semantic-currency,تنگه,قزاقستان,سامانی,تاجیکستان
semantic-currency,تنگه,قزاقستان,بات,تایلند
semantic-currency,تنگه,قزاقستان,منات,ترکمنستان
semantic-currency,تنگه,قزاقستان,لیره,ترکیه
semantic-currency,تنگه,قزاقستان,دینار,تونس
semantic-currency,تنگه,قزاقستان,منات,آذربایجان
semantic-currency,تنگه,قزاقستان,یورو,ایرلند
semantic-currency,تنگه,قزاقستان,یوان,چین
semantic-currency,تنگه,قزاقستان,روبل,روسیه
semantic-currency,تنگه,قزاقستان,کرون,دانمارک
semantic-currency,تنگه,قزاقستان,لئو,رومانی
semantic-currency,تنگه,قزاقستان,ین,ژاپن
semantic-currency,تنگه,قزاقستان,دلار,سنگاپور
semantic-currency,تنگه,قزاقستان,فرانک,سوئیس
semantic-currency,تنگه,قزاقستان,کرون,سوئد
semantic-currency,تنگه,قزاقستان,فرانک,سنگال
semantic-currency,تنگه,قزاقستان,لیره,سوریه
semantic-currency,تنگه,قزاقستان,شیلینگ,سومالی
semantic-currency,تنگه,قزاقستان,پزو,شیلی
semantic-currency,تنگه,قزاقستان,دینار,صربستان
semantic-currency,تنگه,قزاقستان,دینار,عراق
semantic-currency,تنگه,قزاقستان,ریال,عربستان
semantic-currency,تنگه,قزاقستان,ریال,عمان
semantic-currency,تنگه,قزاقستان,سدی,غنا
semantic-currency,تنگه,قزاقستان,یورو,فرانسه
semantic-currency,تنگه,قزاقستان,یورو,فنلاند
semantic-currency,تنگه,قزاقستان,پزو,فیلیپین
semantic-currency,تنگه,قزاقستان,یورو,قبرس
semantic-currency,تنگه,قزاقستان,سوم,قرقیزستان
semantic-currency,تنگه,قزاقستان,ریال,قطر
semantic-currency,تنگه,قزاقستان,دلار,کانادا
semantic-currency,تنگه,قزاقستان,وون,کره‌جنوبی
semantic-currency,تنگه,قزاقستان,وون,کره‌شمالی
semantic-currency,تنگه,قزاقستان,کونا,کرواسی
semantic-currency,تنگه,قزاقستان,پزو,کلمبیا
semantic-currency,تنگه,قزاقستان,شیلینگ,کنیا
semantic-currency,تنگه,قزاقستان,پزو,کوبا
semantic-currency,تنگه,قزاقستان,دینار,کویت
semantic-currency,تنگه,قزاقستان,لاری,گرجستان
semantic-currency,تنگه,قزاقستان,لیره,لبنان
semantic-currency,تنگه,قزاقستان,زلوتی,لهستان
semantic-currency,تنگه,قزاقستان,دینار,لیبی
semantic-currency,تنگه,قزاقستان,رینگیت,مالزی
semantic-currency,تنگه,قزاقستان,درهم,مراکش
semantic-currency,تنگه,قزاقستان,پوند,مصر
semantic-currency,تنگه,قزاقستان,پزو,مکزیک
semantic-currency,تنگه,قزاقستان,روپیه,هند
semantic-currency,تنگه,قزاقستان,دونگ,ویتنام
semantic-currency,تنگه,قزاقستان,یورو,هلند
semantic-currency,تنگه,قزاقستان,ریال,یمن
semantic-currency,تنگه,قزاقستان,یورو,یونان
semantic-currency,ریال,قطر,ریال,ایران
semantic-currency,ریال,قطر,دلار,آمریکا
semantic-currency,ریال,قطر,پزو,آرژانتین
semantic-currency,ریال,قطر,یورو,آلمان
semantic-currency,ریال,قطر,یورو,اتریش
semantic-currency,ریال,قطر,بیرر,اتیوپی
semantic-currency,ریال,قطر,دینار,اردن
semantic-currency,ریال,قطر,درام,ارمنستان
semantic-currency,ریال,قطر,پزو,اروگوئه
semantic-currency,ریال,قطر,سوم,ازبکستان
semantic-currency,ریال,قطر,یورو,اسپانیا
semantic-currency,ریال,قطر,دلار,استرالیا
semantic-currency,ریال,قطر,یورو,اسلواکی
semantic-currency,ریال,قطر,افغانی,افغانستان
semantic-currency,ریال,قطر,دینار,الجزایر
semantic-currency,ریال,قطر,درهم,امارات
semantic-currency,ریال,قطر,روپیه,اندونزی
semantic-currency,ریال,قطر,یورو,ایتالیا
semantic-currency,ریال,قطر,دینار,بحرین
semantic-currency,ریال,قطر,رئال,برزیل
semantic-currency,ریال,قطر,پوند,بریتانیا
semantic-currency,ریال,قطر,پوند,انگلستان
semantic-currency,ریال,قطر,روبل,بلاروس
semantic-currency,ریال,قطر,یورو,بلژیک
semantic-currency,ریال,قطر,روپیه,پاکستان
semantic-currency,ریال,قطر,یورو,پرتغال
semantic-currency,ریال,قطر,سامانی,تاجیکستان
semantic-currency,ریال,قطر,بات,تایلند
semantic-currency,ریال,قطر,منات,ترکمنستان
semantic-currency,ریال,قطر,لیره,ترکیه
semantic-currency,ریال,قطر,دینار,تونس
semantic-currency,ریال,قطر,منات,آذربایجان
semantic-currency,ریال,قطر,یورو,ایرلند
semantic-currency,ریال,قطر,یوان,چین
semantic-currency,ریال,قطر,روبل,روسیه
semantic-currency,ریال,قطر,کرون,دانمارک
semantic-currency,ریال,قطر,لئو,رومانی
semantic-currency,ریال,قطر,ین,ژاپن
semantic-currency,ریال,قطر,دلار,سنگاپور
semantic-currency,ریال,قطر,فرانک,سوئیس
semantic-currency,ریال,قطر,کرون,سوئد
semantic-currency,ریال,قطر,فرانک,سنگال
semantic-currency,ریال,قطر,لیره,سوریه
semantic-currency,ریال,قطر,شیلینگ,سومالی
semantic-currency,ریال,قطر,پزو,شیلی
semantic-currency,ریال,قطر,دینار,صربستان
semantic-currency,ریال,قطر,دینار,عراق
semantic-currency,ریال,قطر,ریال,عربستان
semantic-currency,ریال,قطر,ریال,عمان
semantic-currency,ریال,قطر,سدی,غنا
semantic-currency,ریال,قطر,یورو,فرانسه
semantic-currency,ریال,قطر,یورو,فنلاند
semantic-currency,ریال,قطر,پزو,فیلیپین
semantic-currency,ریال,قطر,یورو,قبرس
semantic-currency,ریال,قطر,سوم,قرقیزستان
semantic-currency,ریال,قطر,تنگه,قزاقستان
semantic-currency,ریال,قطر,دلار,کانادا
semantic-currency,ریال,قطر,وون,کره‌جنوبی
semantic-currency,ریال,قطر,وون,کره‌شمالی
semantic-currency,ریال,قطر,کونا,کرواسی
semantic-currency,ریال,قطر,پزو,کلمبیا
semantic-currency,ریال,قطر,شیلینگ,کنیا
semantic-currency,ریال,قطر,پزو,کوبا
semantic-currency,ریال,قطر,دینار,کویت
semantic-currency,ریال,قطر,لاری,گرجستان
semantic-currency,ریال,قطر,لیره,لبنان
semantic-currency,ریال,قطر,زلوتی,لهستان
semantic-currency,ریال,قطر,دینار,لیبی
semantic-currency,ریال,قطر,رینگیت,مالزی
semantic-currency,ریال,قطر,درهم,مراکش
semantic-currency,ریال,قطر,پوند,مصر
semantic-currency,ریال,قطر,پزو,مکزیک
semantic-currency,ریال,قطر,روپیه,هند
semantic-currency,ریال,قطر,دونگ,ویتنام
semantic-currency,ریال,قطر,یورو,هلند
semantic-currency,ریال,قطر,ریال,یمن
semantic-currency,ریال,قطر,یورو,یونان
semantic-currency,دلار,کانادا,ریال,ایران
semantic-currency,دلار,کانادا,دلار,آمریکا
semantic-currency,دلار,کانادا,پزو,آرژانتین
semantic-currency,دلار,کانادا,یورو,آلمان
semantic-currency,دلار,کانادا,یورو,اتریش
semantic-currency,دلار,کانادا,بیرر,اتیوپی
semantic-currency,دلار,کانادا,دینار,اردن
semantic-currency,دلار,کانادا,درام,ارمنستان
semantic-currency,دلار,کانادا,پزو,اروگوئه
semantic-currency,دلار,کانادا,سوم,ازبکستان
semantic-currency,دلار,کانادا,یورو,اسپانیا
semantic-currency,دلار,کانادا,دلار,استرالیا
semantic-currency,دلار,کانادا,یورو,اسلواکی
semantic-currency,دلار,کانادا,افغانی,افغانستان
semantic-currency,دلار,کانادا,دینار,الجزایر
semantic-currency,دلار,کانادا,درهم,امارات
semantic-currency,دلار,کانادا,روپیه,اندونزی
semantic-currency,دلار,کانادا,یورو,ایتالیا
semantic-currency,دلار,کانادا,دینار,بحرین
semantic-currency,دلار,کانادا,رئال,برزیل
semantic-currency,دلار,کانادا,پوند,بریتانیا
semantic-currency,دلار,کانادا,پوند,انگلستان
semantic-currency,دلار,کانادا,روبل,بلاروس
semantic-currency,دلار,کانادا,یورو,بلژیک
semantic-currency,دلار,کانادا,روپیه,پاکستان
semantic-currency,دلار,کانادا,یورو,پرتغال
semantic-currency,دلار,کانادا,سامانی,تاجیکستان
semantic-currency,دلار,کانادا,بات,تایلند
semantic-currency,دلار,کانادا,منات,ترکمنستان
semantic-currency,دلار,کانادا,لیره,ترکیه
semantic-currency,دلار,کانادا,دینار,تونس
semantic-currency,دلار,کانادا,منات,آذربایجان
semantic-currency,دلار,کانادا,یورو,ایرلند
semantic-currency,دلار,کانادا,یوان,چین
semantic-currency,دلار,کانادا,روبل,روسیه
semantic-currency,دلار,کانادا,کرون,دانمارک
semantic-currency,دلار,کانادا,لئو,رومانی
semantic-currency,دلار,کانادا,ین,ژاپن
semantic-currency,دلار,کانادا,دلار,سنگاپور
semantic-currency,دلار,کانادا,فرانک,سوئیس
semantic-currency,دلار,کانادا,کرون,سوئد
semantic-currency,دلار,کانادا,فرانک,سنگال
semantic-currency,دلار,کانادا,لیره,سوریه
semantic-currency,دلار,کانادا,شیلینگ,سومالی
semantic-currency,دلار,کانادا,پزو,شیلی
semantic-currency,دلار,کانادا,دینار,صربستان
semantic-currency,دلار,کانادا,دینار,عراق
semantic-currency,دلار,کانادا,ریال,عربستان
semantic-currency,دلار,کانادا,ریال,عمان
semantic-currency,دلار,کانادا,سدی,غنا
semantic-currency,دلار,کانادا,یورو,فرانسه
semantic-currency,دلار,کانادا,یورو,فنلاند
semantic-currency,دلار,کانادا,پزو,فیلیپین
semantic-currency,دلار,کانادا,یورو,قبرس
semantic-currency,دلار,کانادا,سوم,قرقیزستان
semantic-currency,دلار,کانادا,تنگه,قزاقستان
semantic-currency,دلار,کانادا,ریال,قطر
semantic-currency,دلار,کانادا,وون,کره‌جنوبی
semantic-currency,دلار,کانادا,وون,کره‌شمالی
semantic-currency,دلار,کانادا,کونا,کرواسی
semantic-currency,دلار,کانادا,پزو,کلمبیا
semantic-currency,دلار,کانادا,شیلینگ,کنیا
semantic-currency,دلار,کانادا,پزو,کوبا
semantic-currency,دلار,کانادا,دینار,کویت
semantic-currency,دلار,کانادا,لاری,گرجستان
semantic-currency,دلار,کانادا,لیره,لبنان
semantic-currency,دلار,کانادا,زلوتی,لهستان
semantic-currency,دلار,کانادا,دینار,لیبی
semantic-currency,دلار,کانادا,رینگیت,مالزی
semantic-currency,دلار,کانادا,درهم,مراکش
semantic-currency,دلار,کانادا,پوند,مصر
semantic-currency,دلار,کانادا,پزو,مکزیک
semantic-currency,دلار,کانادا,روپیه,هند
semantic-currency,دلار,کانادا,دونگ,ویتنام
semantic-currency,دلار,کانادا,یورو,هلند
semantic-currency,دلار,کانادا,ریال,یمن
semantic-currency,دلار,کانادا,یورو,یونان
semantic-currency,وون,کره‌جنوبی,ریال,ایران
semantic-currency,وون,کره‌جنوبی,دلار,آمریکا
semantic-currency,وون,کره‌جنوبی,پزو,آرژانتین
semantic-currency,وون,کره‌جنوبی,یورو,آلمان
semantic-currency,وون,کره‌جنوبی,یورو,اتریش
semantic-currency,وون,کره‌جنوبی,بیرر,اتیوپی
semantic-currency,وون,کره‌جنوبی,دینار,اردن
semantic-currency,وون,کره‌جنوبی,درام,ارمنستان
semantic-currency,وون,کره‌جنوبی,پزو,اروگوئه
semantic-currency,وون,کره‌جنوبی,سوم,ازبکستان
semantic-currency,وون,کره‌جنوبی,یورو,اسپانیا
semantic-currency,وون,کره‌جنوبی,دلار,استرالیا
semantic-currency,وون,کره‌جنوبی,یورو,اسلواکی
semantic-currency,وون,کره‌جنوبی,افغانی,افغانستان
semantic-currency,وون,کره‌جنوبی,دینار,الجزایر
semantic-currency,وون,کره‌جنوبی,درهم,امارات
semantic-currency,وون,کره‌جنوبی,روپیه,اندونزی
semantic-currency,وون,کره‌جنوبی,یورو,ایتالیا
semantic-currency,وون,کره‌جنوبی,دینار,بحرین
semantic-currency,وون,کره‌جنوبی,رئال,برزیل
semantic-currency,وون,کره‌جنوبی,پوند,بریتانیا
semantic-currency,وون,کره‌جنوبی,پوند,انگلستان
semantic-currency,وون,کره‌جنوبی,روبل,بلاروس
semantic-currency,وون,کره‌جنوبی,یورو,بلژیک
semantic-currency,وون,کره‌جنوبی,روپیه,پاکستان
semantic-currency,وون,کره‌جنوبی,یورو,پرتغال
semantic-currency,وون,کره‌جنوبی,سامانی,تاجیکستان
semantic-currency,وون,کره‌جنوبی,بات,تایلند
semantic-currency,وون,کره‌جنوبی,منات,ترکمنستان
semantic-currency,وون,کره‌جنوبی,لیره,ترکیه
semantic-currency,وون,کره‌جنوبی,دینار,تونس
semantic-currency,وون,کره‌جنوبی,منات,آذربایجان
semantic-currency,وون,کره‌جنوبی,یورو,ایرلند
semantic-currency,وون,کره‌جنوبی,یوان,چین
semantic-currency,وون,کره‌جنوبی,روبل,روسیه
semantic-currency,وون,کره‌جنوبی,کرون,دانمارک
semantic-currency,وون,کره‌جنوبی,لئو,رومانی
semantic-currency,وون,کره‌جنوبی,ین,ژاپن
semantic-currency,وون,کره‌جنوبی,دلار,سنگاپور
semantic-currency,وون,کره‌جنوبی,فرانک,سوئیس
semantic-currency,وون,کره‌جنوبی,کرون,سوئد
semantic-currency,وون,کره‌جنوبی,فرانک,سنگال
semantic-currency,وون,کره‌جنوبی,لیره,سوریه
semantic-currency,وون,کره‌جنوبی,شیلینگ,سومالی
semantic-currency,وون,کره‌جنوبی,پزو,شیلی
semantic-currency,وون,کره‌جنوبی,دینار,صربستان
semantic-currency,وون,کره‌جنوبی,دینار,عراق
semantic-currency,وون,کره‌جنوبی,ریال,عربستان
semantic-currency,وون,کره‌جنوبی,ریال,عمان
semantic-currency,وون,کره‌جنوبی,سدی,غنا
semantic-currency,وون,کره‌جنوبی,یورو,فرانسه
semantic-currency,وون,کره‌جنوبی,یورو,فنلاند
semantic-currency,وون,کره‌جنوبی,پزو,فیلیپین
semantic-currency,وون,کره‌جنوبی,یورو,قبرس
semantic-currency,وون,کره‌جنوبی,سوم,قرقیزستان
semantic-currency,وون,کره‌جنوبی,تنگه,قزاقستان
semantic-currency,وون,کره‌جنوبی,ریال,قطر
semantic-currency,وون,کره‌جنوبی,دلار,کانادا
semantic-currency,وون,کره‌جنوبی,وون,کره‌شمالی
semantic-currency,وون,کره‌جنوبی,کونا,کرواسی
semantic-currency,وون,کره‌جنوبی,پزو,کلمبیا
semantic-currency,وون,کره‌جنوبی,شیلینگ,کنیا
semantic-currency,وون,کره‌جنوبی,پزو,کوبا
semantic-currency,وون,کره‌جنوبی,دینار,کویت
semantic-currency,وون,کره‌جنوبی,لاری,گرجستان
semantic-currency,وون,کره‌جنوبی,لیره,لبنان
semantic-currency,وون,کره‌جنوبی,زلوتی,لهستان
semantic-currency,وون,کره‌جنوبی,دینار,لیبی
semantic-currency,وون,کره‌جنوبی,رینگیت,مالزی
semantic-currency,وون,کره‌جنوبی,درهم,مراکش
semantic-currency,وون,کره‌جنوبی,پوند,مصر
semantic-currency,وون,کره‌جنوبی,پزو,مکزیک
semantic-currency,وون,کره‌جنوبی,روپیه,هند
semantic-currency,وون,کره‌جنوبی,دونگ,ویتنام
semantic-currency,وون,کره‌جنوبی,یورو,هلند
semantic-currency,وون,کره‌جنوبی,ریال,یمن
semantic-currency,وون,کره‌جنوبی,یورو,یونان
semantic-currency,وون,کره‌شمالی,ریال,ایران
semantic-currency,وون,کره‌شمالی,دلار,آمریکا
semantic-currency,وون,کره‌شمالی,پزو,آرژانتین
semantic-currency,وون,کره‌شمالی,یورو,آلمان
semantic-currency,وون,کره‌شمالی,یورو,اتریش
semantic-currency,وون,کره‌شمالی,بیرر,اتیوپی
semantic-currency,وون,کره‌شمالی,دینار,اردن
semantic-currency,وون,کره‌شمالی,درام,ارمنستان
semantic-currency,وون,کره‌شمالی,پزو,اروگوئه
semantic-currency,وون,کره‌شمالی,سوم,ازبکستان
semantic-currency,وون,کره‌شمالی,یورو,اسپانیا
semantic-currency,وون,کره‌شمالی,دلار,استرالیا
semantic-currency,وون,کره‌شمالی,یورو,اسلواکی
semantic-currency,وون,کره‌شمالی,افغانی,افغانستان
semantic-currency,وون,کره‌شمالی,دینار,الجزایر
semantic-currency,وون,کره‌شمالی,درهم,امارات
semantic-currency,وون,کره‌شمالی,روپیه,اندونزی
